is_app_event,visitor_id,id,visit_id,tracking_time,created_at,story_id,user_id
False,2a7cec9b-aa29-49f1-815f-b545f3f09284,16d6867e-9b5d-4a7f-9333-444fb2a90659,5a1d2899-1224-461d-bbdf-cb9bab768632,2016-01-24T20:19:15.397000,2016-01-24T20:19:15.397000,47920,45042
False,56c82995-5e14-48a3-ab04-ced6e9cb222f,18bfed3b-6cdc-466a-9ec0-87e297e01f7b,6d1e9b1e-aa3e-4ae0-8824-3532805d974e,2016-01-22T20:17:44.145658,2016-01-22T20:17:44.145658,57735,45042
False,56c82995-5e14-48a3-ab04-ced6e9cb222f,1904e4e5-f5b3-405b-b14b-a27bc64f13eb,6d1e9b1e-aa3e-4ae0-8824-3532805d974e,2016-01-22T22:20:07.108789,2016-01-22T22:20:07.108789,57735,45042
False,2a7cec9b-aa29-49f1-815f-b545f3f09284,19567b30-b80d-464a-8576-3428a410be55,5a1d2899-1224-461d-bbdf-cb9bab768632,2016-01-24T19:33:05.303999,2016-01-24T19:33:05.303999,47920,45042
False,56c82995-5e14-48a3-ab04-ced6e9cb222f,1970911b-0f67-493a-bdde-b659407e72de,6d1e9b1e-aa3e-4ae0-8824-3532805d974e,2016-01-22T22:02:43.027638,2016-01-22T22:02:43.027638,57735,45042
False,56c82995-5e14-48a3-ab04-ced6e9cb222f,1a2f4880-8944-498f-9e58-d2490eb83bfc,6d1e9b1e-aa3e-4ae0-8824-3532805d974e,2016-01-22T20:33:29.503771,2016-01-22T20:33:29.503771,57735,45042
False,56c82995-5e14-48a3-ab04-ced6e9cb222f,1b23f823-4bb7-47da-a76a-10e195651cbb,6d1e9b1e-aa3e-4ae0-8824-3532805d974e,2016-01-22T21:53:19.823919,2016-01-22T21:53:19.823919,57735,45042
False,2cf116ef-c046-45c6-b362-564e07671d90,1b350e3a-5336-4e8c-8d28-c6c3888428e8,990955af-ef57-4896-b061-7a9d94fd8472,2016-01-23T16:43:35.246999,2016-01-23T16:43:35.246999,25323,45042
False,2a7cec9b-aa29-49f1-815f-b545f3f09284,1b59f530-3327-49fc-8274-6d8b0d1fd1da,5a1d2899-1224-461d-bbdf-cb9bab768632,2016-01-24T18:29:28.871000,2016-01-24T18:29:28.871000,47920,45042
False,b5e8653d-5b3b-4456-8956-5ae8bc53bca9,1d214464-a3b2-4af7-99d4-583f70119ec6,9a1d42b1-b484-49bc-bfe7-f8b21058b809,2016-01-31T16:15:40.106299,2016-01-31T16:15:40.106299,31771,45042
False,56c82995-5e14-48a3-ab04-ced6e9cb222f,1e35f508-4fec-494a-aba2-bc5987840937,6d1e9b1e-aa3e-4ae0-8824-3532805d974e,2016-01-22T22:15:27.136759,2016-01-22T22:15:27.136759,57735,45042
False,1d061eeb-8338-4196-b4d1-73e51b76ad41,1fe77a81-e5f4-41a6-8e38-27b6be9e5c15,9068c167-eb17-4050-aaa2-48c4b56149f5,2016-01-25T22:06:37.684000,2016-01-25T22:06:37.684000,60132,45042
False,0d3fb0fa-d74a-4ed4-8a86-8045271b9bd8,20aa3a1f-231a-4fad-83ba-b7c64d6b1892,0ccee33e-83c8-4da6-ac71-f0c0141638f1,2016-01-31T01:31:56.198999,2016-01-31T01:31:56.198999,10777,45042
False,b477d513-5b4e-40ec-aec7-e3cd1d5bb843,20b6e256-9226-4f1d-9c5d-be910179bd54,fa956fe6-2dc7-4240-9eb9-d81f2246728b,2016-01-24T20:20:25.447999,2016-01-24T20:20:25.447999,33805,45042
False,b5e8653d-5b3b-4456-8956-5ae8bc53bca9,230b3003-1aed-434c-8708-7dd60fcbac7d,9a1d42b1-b484-49bc-bfe7-f8b21058b809,2016-01-31T15:47:03.312680,2016-01-31T15:47:03.312680,31771,45042
False,56c82995-5e14-48a3-ab04-ced6e9cb222f,232eff68-f745-47db-8d3e-e5ff21f5823b,6d1e9b1e-aa3e-4ae0-8824-3532805d974e,2016-01-22T22:22:34.789959,2016-01-22T22:22:34.789959,57735,45042
False,2a7cec9b-aa29-49f1-815f-b545f3f09284,237d4ba0-5c5e-43a4-ab80-11709ea02df0,5a1d2899-1224-461d-bbdf-cb9bab768632,2016-01-24T20:12:26.196000,2016-01-24T20:12:26.196000,47920,45042
False,2cf116ef-c046-45c6-b362-564e07671d90,237d8760-16a4-4192-9cc3-78a8b39488bb,990955af-ef57-4896-b061-7a9d94fd8472,2016-01-23T16:56:28.544340,2016-01-23T16:56:28.544340,25323,45042
False,2a7cec9b-aa29-49f1-815f-b545f3f09284,2414654b-c739-4899-bbb9-1a87ce3fa44e,5a1d2899-1224-461d-bbdf-cb9bab768632,2016-01-24T20:09:55.844000,2016-01-24T20:09:55.844000,47920,45042
False,2cf116ef-c046-45c6-b362-564e07671d90,25af3dd8-041b-4f63-a664-dd1910ac5d0e,990955af-ef57-4896-b061-7a9d94fd8472,2016-01-23T16:51:44.668493,2016-01-23T16:51:44.668493,25323,45042
False,9bb1830e-000f-4def-8472-9fa2993ac1a9,25cf4312-fa3a-4eb8-97fe-76685faa8a8e,2b8d0495-ff48-4e3d-85f8-d5e7220c0282,2016-01-13T21:32:14.756000,2016-01-13T21:32:14.756000,57764,45042
False,9bb1830e-000f-4def-8472-9fa2993ac1a9,25daac34-5556-4020-a8b8-538fff68cec2,2b8d0495-ff48-4e3d-85f8-d5e7220c0282,2016-01-13T21:35:09.739000,2016-01-13T21:35:09.739000,57764,45042
False,2cf116ef-c046-45c6-b362-564e07671d90,2618f613-1c02-47af-bde5-15dbcc0f03af,990955af-ef57-4896-b061-7a9d94fd8472,2016-01-23T16:34:00.361999,2016-01-23T16:34:00.361999,25323,45042
False,2cf116ef-c046-45c6-b362-564e07671d90,2748a40f-b346-4ad0-882c-28702b6fae21,990955af-ef57-4896-b061-7a9d94fd8472,2016-01-23T17:19:37.862781,2016-01-23T17:19:37.862781,25323,45042
False,b5e8653d-5b3b-4456-8956-5ae8bc53bca9,298e0e6a-861c-4939-9bfb-dd73b3bc5eaf,9a1d42b1-b484-49bc-bfe7-f8b21058b809,2016-01-31T15:51:16.282058,2016-01-31T15:51:16.282058,31771,45042
False,56c82995-5e14-48a3-ab04-ced6e9cb222f,2a1104dc-ee46-4c1b-9de4-f2fd227e2174,6d1e9b1e-aa3e-4ae0-8824-3532805d974e,2016-01-22T19:41:45.529531,2016-01-22T19:41:45.529531,57735,45042
False,2a7cec9b-aa29-49f1-815f-b545f3f09284,2a6c9e3e-b81b-4a3f-9f2a-86c9c572850a,5a1d2899-1224-461d-bbdf-cb9bab768632,2016-01-24T19:25:59.654000,2016-01-24T19:25:59.654000,47920,45042
False,2cf116ef-c046-45c6-b362-564e07671d90,2ab90a04-d5f3-4192-ab12-bfeeb0f08183,990955af-ef57-4896-b061-7a9d94fd8472,2016-01-23T17:27:41.265649,2016-01-23T17:27:41.265649,25323,45042
False,684abef2-2f4c-4918-928f-f62288f067f6,2b73df24-1481-4aed-a67f-de61a4e5c522,ba706f7c-7352-4a3b-a675-533e4b6a2412,2016-01-31T14:42:34.518709,2016-01-31T14:42:34.518709,3974,45042
False,56c82995-5e14-48a3-ab04-ced6e9cb222f,2c1757f4-90ea-46ee-80a0-b9e53750630a,6d1e9b1e-aa3e-4ae0-8824-3532805d974e,2016-01-22T19:40:49.412128,2016-01-22T19:40:49.412128,57735,45042
False,56c82995-5e14-48a3-ab04-ced6e9cb222f,2c758f2c-5b42-4b8c-af7e-ed4b567b07b2,6d1e9b1e-aa3e-4ae0-8824-3532805d974e,2016-01-22T20:16:57.454345,2016-01-22T20:16:57.454345,57735,45042
False,2a7cec9b-aa29-49f1-815f-b545f3f09284,2c8b7a4e-bba0-4cab-899a-229db8ef3e4b,5a1d2899-1224-461d-bbdf-cb9bab768632,2016-01-24T18:10:08.789999,2016-01-24T18:10:08.789999,47920,45042
False,2448301c-5ddb-46a0-950b-5057d3cbf639,2d30879c-69c1-4284-a2bc-a19e5f096990,423c8512-42c1-4912-a2a9-2145451fe1c9,2016-01-17T18:21:14.361710,2016-01-17T18:21:14.361710,59185,45042
False,cb387519-84b4-4e73-b69d-636abd41fd98,2d44b64a-b936-47c0-80f2-d3e6597e30f5,534816f3-9c9b-410b-840f-3edca9bef977,2016-01-30T11:56:30.134999,2016-01-30T11:56:30.134999,23977,45042
False,56c82995-5e14-48a3-ab04-ced6e9cb222f,2dbc7e43-d1ac-4e1a-a5d3-3ba52e2fca8a,6d1e9b1e-aa3e-4ae0-8824-3532805d974e,2016-01-22T21:29:40.547059,2016-01-22T21:29:40.547059,57735,45042
False,2a7cec9b-aa29-49f1-815f-b545f3f09284,2f1ac915-5cd1-4f51-8c04-109052041bd6,5a1d2899-1224-461d-bbdf-cb9bab768632,2016-01-24T19:50:58.898999,2016-01-24T19:50:58.898999,47920,45042
